OrphaCode,Name,DisorderType,DisorderGroup,ICD-11,MONDO,ICD-10,OMIM,UMLS,MeSH,MedDRA,GARD,DiseaseName,AgeOfOnset,TypeOfInheritance
580572,Intraductal tubulopapillary neoplasm of pancreas,Disease,Disorder,2C10.Y,0034987,C25.3,,C2987189,,,,Intraductal tubulopapillary neoplasm of pancreas,"Adult, Elderly",
98349,Autosomal dominant isolated diffuse palmoplantar keratoderma,Category,Group of disorders,,,,,C5680349,,,,Autosomal dominant isolated diffuse palmoplantar keratoderma,,Autosomal dominant
98306,Familial partial lipodystrophy,Clinical group,Group of disorders,,0020088,,,C0271694,D052496,10087377,11962,Familial partial lipodystrophy,"Adolescent, Adult, Childhood, Elderly","Autosomal dominant, Autosomal recessive"
98305,Genetic lipodystrophy,Category,Group of disorders,LD27.6,,,,C4511302,,,,,,
98310,OBSOLETE: Male infertility with impaired virilization due to an hypothalamic or pituitary disorder,Category,Group of disorders,,,,,,,,,,,
98309,OBSOLETE: Male infertility with impaired virilization,Category,Group of disorders,,,,,,,,,,,
98307,Acquired lipodystrophy,Category,Group of disorders,,0020089,,,C0877192,,10049287,,,,
98298,OBSOLETE: Ichthyosis associated with a peroxisomal disease,Category,Group of disorders,,,,,,,,,,,
98297,OBSOLETE: Ichthyosis associated with a protein catabolism anomaly,Category,Group of disorders,,,,,,,,,,,
98296,OBSOLETE: Ichthyosis associated with a cornified cell envelope and epidermal lipid metabolism anomaly,Category,Group of disorders,,,,,,,,,,,
98301,Laminopathy,Category,Group of disorders,,0021106,,,C5392094,D000083083,,,,,
98300,Idiopathic interstitial pneumonia,Clinical group,Group of disorders,,0002429,,,C2350236,D054988,,,,,
98299,OBSOLETE: Ichthyosis associated with a nucleotide excision repair anomaly,Category,Group of disorders,,,,,,,,,,,
98321,OBSOLETE: Male infertility with impaired virilization due to a testicular disorder associated with a systemic disease,Category,Group of disorders,,,,,,,,,,,
98322,OBSOLETE: Male infertility with impaired virilization due to a testicular disorder associated with renal failure,Category,Group of disorders,,,,,,,,,,,
98319,OBSOLETE: Male infertility with impaired virilization due to an acquired testicular defect associated with autoimmunity,Category,Group of disorders,,,,,,,,,,,
98320,OBSOLETE: Male infertility with impaired virilization due to an acquired testicular defect associated with a granulomatous disease,Category,Group of disorders,,,,,,,,,,,
98325,OBSOLETE: Male infertility with impaired virilization due to a testicular disorder associated with thyrotoxicosis,Category,Group of disorders,,,,,,,,,,,
98326,OBSOLETE: Male infertility with impaired virilization due to a testicular disorder associated with an immune disorder,Category,Group of disorders,,,,,,,,,,,
98323,OBSOLETE: Male infertility with impaired virilization due to a testicular disorder associated with a hepatic disease,Category,Group of disorders,,,,,,,,,,,
98324,OBSOLETE: Male infertility with impaired virilization due to a testicular disorder associated with a chronic illness,Category,Group of disorders,,,,,,,,,,,
98313,Male infertility due to gonadal dysgenesis,Category,Group of disorders,,,,,C5680350,,,,,,
98314,OBSOLETE: Male infertility with impaired virilization due to an acquired testicular defect,Category,Group of disorders,,,,,,,,,,,
98311,OBSOLETE: Male infertility with impaired virilization due to a hypothalamic and pituitary disorder associated with hyperprolactinemia,Category,Group of disorders,,,,,,,,,,,
98312,OBSOLETE: Male infertility with impaired virilization due to a testicular disorder,Category,Group of disorders,,,,,,,,,,,
98317,OBSOLETE: Male infertility with impaired virilization due to an acquired testicular defect drug-related,Category,Group of disorders,,,,,,,,,,,
98318,OBSOLETE: Male infertility with impaired virilization due to an acquired testicular defect associated with an environmental toxin,Category,Group of disorders,,,,,,,,,,,
98315,OBSOLETE: Male infertility with impaired virilization due to a viral orchitis,Category,Group of disorders,,,,,,,,,,,
98316,OBSOLETE: Male infertility with impaired virilization due to an acquired testicular defect associated with trauma,Category,Group of disorders,,,,,,,,,,,
576232,Partial atrioventricular septal defect with ventricular hypoplasia,Clinical subtype,Subtype of disorder,,,Q21.2,,C5680351,,,,Partial atrioventricular septal defect with ventricular hypoplasia,,Not applicable
576235,Partial atrioventricular septal defect without ventricular hypoplasia,Clinical subtype,Subtype of disorder,,,Q21.2,,C5680352,,,,Partial atrioventricular septal defect without ventricular hypoplasia,,Not applicable
576227,Complete atrioventricular septal defect without ventricular hypoplasia,Clinical subtype,Subtype of disorder,,,Q21.2,,C5680353,,,,,,
98396,Constitutional megaloblastic anemia due to vitamin B12 metabolism disorder,Category,Group of disorders,,,,,C5681709,,,,,,
576074,Middle East respiratory syndrome,Disease,Disorder,1D64,0100116,B34.2,,C3694279,D065207,10075271,,Middle East respiratory syndrome,All ages,
575553,Cathepsin A-related arteriopathy-strokes-leukoencephalopathy,Disease,Disorder,,0035551,I67.8,621394,C5680354,,,,Cathepsin A-related arteriopathy-strokes-leukoencephalopathy,Adult,Autosomal dominant
98421,Primary acquired red cell aplasia,Clinical group,Group of disorders,,0020113,,,C0034902,,10038184,,,,
576742,Genetic hemolytic uremic syndrome,Category,Group of disorders,,,,,C5680355,,,,,,
98415,Vitamin B12- and folate-independent constitutional megaloblastic anemia,Category,Group of disorders,3A03.Y,0020112,,,C5681710,,,,,,
576379,Iatrogenic Creutzfeldt-Jakob disease,Disease,Disorder,8E01.0,0034976,A81.0,,C2349757,,,,Iatrogenic Creutzfeldt-Jakob disease,Adult,
576356,Sporadic human prion disease,Category,Group of disorders,,,,,C5680356,,,,,,
576349,NLRC4-related familial cold autoinflammatory syndrome,Disease,Disorder,4A60.1,0014498,D89.8,616115,C4015276,,,,NLRC4-related familial cold autoinflammatory syndrome,"Childhood, Infancy",Autosomal dominant
576370,Variant Creutzfeldt-Jakob disease,Disease,Disorder,8E01.2,0007012,A81.0,,C0376329,,10064199,9550,Variant Creutzfeldt-Jakob disease,Adult,
576360,Acquired human prion disease,Category,Group of disorders,,0035562,,,C5680357,,,,,,
576242,Intermediate atrioventricular septal defect,Morphological anomaly,Disorder,LA87.42,0035557,Q21.2,,C4023291,,,,,,
98408,Constitutional megaloblastic anemia due to folate metabolism disorder,Category,Group of disorders,,,,,C5681711,,,,,,
576283,SATB2-associated syndrome due to a pathogenic variant,Etiological subtype,Subtype of disorder,,,Q87.8,612313,C5680358,,,,SATB2-associated syndrome due to a pathogenic variant,"Antenatal, Infancy, Neonatal",Autosomal dominant
576278,SATB2-associated syndrome,Malformation syndrome,Disorder,,0100147,Q87.8,612313,C5243581,,10083270,,SATB2-associated syndrome,"Infancy, Neonatal",Autosomal dominant
573163,Pheochromocytoma-paraganglioma,Clinical group,Group of disorders,,0035540,,,C5681712,,,,,,
98374,Hemolytic anemia due to an erythrocyte nucleotide metabolism disorder,Category,Group of disorders,3A10.Y,,D55.3,,C5680359,,,,,,
573253,Split cord malformation type II,Morphological anomaly,Disorder,LA07.1,0035541,Q06.2,,C5680360,,,,Split cord malformation type II,"Adolescent, Adult, Childhood, Infancy",
98372,Hemolytic anemia due to a disorder of glycolytic enzymes,Category,Group of disorders,3A10.Y,,D55.2,,C5681713,,,,,,
98370,Hemolytic anemia due to hexose monophosphate shunt and glutathione metabolism anomalies,Category,Group of disorders,3A10.0,,,,C5681714,,,,,,
98369,Rare constitutional hemolytic anemia due to an enzyme disorder,Category,Group of disorders,,,,,C5681715,,,,,,
98366,Constitutional hemolytic anemia due to acanthocytosis,Category,Group of disorders,3A10.Y,,,,C0687751,,,,,,
98365,Hereditary stomatocytosis,Clinical group,Group of disorders,3A10.Y,0020102,,,C1262483,,10053589,,,,
98364,Rare constitutional hemolytic anemia due to a red cell membrane anomaly,Category,Group of disorders,,,,,C5681716,,,,,,
98363,Rare hemolytic anemia,Category,Group of disorders,,,,,C5681717,,,,,,
98362,Constitutional sideroblastic anemia,Category,Group of disorders,3A72.0,,D64.0,,C0221018,,,,,,
98360,Constitutional anemia due to iron metabolism disorder,Category,Group of disorders,,,,,C5681718,,,,,,
574957,Mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency,Disease,Disorder,4A00.2,0035548,D84.8,,C5680361,,,,Mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency,All ages,Autosomal recessive
574918,Predisposition to severe viral infection due to IRF7 deficiency,Disease,Disorder,,0035547,D84.8,616345,C4225358,,,,Predisposition to severe viral infection due to IRF7 deficiency,All ages,Autosomal recessive
98375,Autoimmune hemolytic anemia,Clinical group,Group of disorders,3A20,0020108,,,C0002880,D000744,10002046,5870,Autoimmune hemolytic anemia,All ages,Multigenic/multifactorial
573278,Split cord malformation,Clinical group,Group of disorders,,,Q06.2,,,,,,Split cord malformation,"Adolescent, Adult, Childhood, Infancy",
98455,Alpha granule disease,Category,Group of disorders,3B62.00,0020117,,,C5681720,,,,,,
98456,Dense granule disease,Category,Group of disorders,3B62.3,,,,C5680362,,,,,,
98464,OBSOLETE: X-linked syndromic intellectual disability,Category,Group of disorders,,,,,,,,,,,
98468,OBSOLETE: Congenital muscular dystrophy due to extracellular matrix protein anomaly,Category,Group of disorders,,,,,,,,,,,
98469,OBSOLETE: Congenital muscular dystrophy due to glycosyltransferase anomaly,Category,Group of disorders,,,,,,,,,,,
98470,OBSOLETE: Congenital muscular dystrophy due to proteins of the endoplasmic reticulum anomaly,Category,Group of disorders,,,,,,,,,,,
98472,Skeletal muscle disease,Category,Group of disorders,,0020120,,,,D009135,10028641,,,,
98473,Muscular dystrophy,Category,Group of disorders,8C70,0020121,G71.0,,C0026850,D009136,10028356,7922,,,
98482,Idiopathic inflammatory myopathy,Category,Group of disorders,4A41,,,,C0751356,,10085970,9128,,,
98486,Metabolic myopathy,Category,Group of disorders,,0020123,,,C0270984,,10068836,,,,
572385,Brachydactyly type B1,Clinical subtype,Subtype of disorder,LD26.1,0007220,Q73.8,113000,C1862112,C566196,,,Brachydactyly type B1,Antenatal,Autosomal dominant
572361,Blepharophimosis-ptosis-epicanthus inversus syndrome type 2,Clinical subtype,Subtype of disorder,LD21.Y,0035525,Q10.3,110100,C5680363,,,,Blepharophimosis-ptosis-epicanthus inversus syndrome type 2,Antenatal,Autosomal dominant
98429,Rare coagulation disorder,Category,Group of disorders,,,,,C5681721,,,,,,
98427,Polycythemia,Clinical group,Group of disorders,,0005571,,,C0032461,D011086,10036051,,,,
98428,Secondary polycythemia,Category,Group of disorders,,0020115,D75.1,,C5848252,,10036062,,Secondary polycythemia,All ages,"Autosomal dominant, Autosomal recessive"
572428,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,Disease,Disorder,CB04.31,0035529,J84.0,618042,C5680364,,,,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,Infancy,Autosomal dominant
98434,Hereditary combined deficiency of vitamin K-dependent clotting factors,Disease,Disorder,3B14.2,0015722,D68.2,607473,C4510617,,,,Hereditary combined deficiency of vitamin K-dependent clotting factors,"Adolescent, Adult, Infancy, Neonatal",Autosomal recessive
98435,OBSOLETE: Protease inhibitor anomaly,Category,Group of disorders,,,,,,,,,,,
572543,RFVT2-related riboflavin transporter deficiency,Clinical subtype,Subtype of disorder,LD2H.Y,0024537,G12.1,614707,C0796274,,,,RFVT2-related riboflavin transporter deficiency,"Childhood, Infancy",Autosomal recessive
572550,RFVT3-related riboflavin transporter deficiency,Clinical subtype,Subtype of disorder,LD2H.Y,0013867,G12.1,211530,C3553538,,,,RFVT3-related riboflavin transporter deficiency,"Adolescent, Adult, Childhood, Infancy",Autosomal recessive
572773,Microcephaly-short stature-limb abnormalities syndrome,Clinical subtype,Subtype of disorder,,0060533,Q87.1,617604,C3811554,,,,Microcephaly-short stature-limb abnormalities syndrome,Antenatal,Autosomal recessive
98454,OBSOLETE: Platelet storage pool disease,Category,Group of disorders,,,,,,,,,,,
572798,WARS2-related combined oxidative phosphorylation defect,Disease,Disorder,5C53.2Y,0060578,E88.8,617710,C4540192,,,,WARS2-related combined oxidative phosphorylation defect,"Infancy, Neonatal",Autosomal recessive
572761,DONSON-related microcephaly-short stature-limb abnormalities spectrum,Malformation syndrome,Disorder,,0035534,Q87.1,617604,C5681722,,,,DONSON-related microcephaly-short stature-limb abnormalities spectrum,"Antenatal, Neonatal",Autosomal recessive
572768,Microcephaly-micromelia syndrome,Clinical subtype,Subtype of disorder,,0009619,Q87.1,251230,C1855079,C565382,,,Microcephaly-micromelia syndrome,Antenatal,Autosomal recessive
98523,Non-syndromic pontocerebellar hypoplasia,Clinical group,Group of disorders,LD20.01,0020135,,,C1261175,,,10977,Non-syndromic pontocerebellar hypoplasia,"Antenatal, Infancy, Neonatal",Autosomal recessive
98519,Posterior fossa malformation,Category,Group of disorders,,,,,C1850349,,,,,,
98520,OBSOLETE: Cystic malformation of the posterior fossa,Category,Group of disorders,,,,,,,,,,,
98531,OBSOLETE: Tauopathy with a major tau doublet at 60 and 64 kDa,Category,Group of disorders,,,,,,,,,,,
98532,OBSOLETE: Tauopathy with a major tau at 60 kDa,Category,Group of disorders,,,,,,,,,,,
98534,Neurodegenerative disease with dementia,Category,Group of disorders,,,,,C5681723,,,,,,
98527,OBSOLETE: Tauopathy,Category,Group of disorders,,,,,,,,,,,
98528,OBSOLETE: Tauopathy with non-Alzheimer non-Pick frontal lobe degeneration,Category,Group of disorders,,,,,,,,,,,
98529,"OBSOLETE: Tauopathy with a major tau triplet at 60, 64 and 69 kDa",Category,Group of disorders,,,,,,,,,,,
98530,OBSOLETE: Tauopathy with a major tau doublet at 64 and 69 kDa,Category,Group of disorders,,,,,,,,,,,
98540,Late-onset ataxia with dementia,Category,Group of disorders,,,,,C5681724,,,,,,
98539,Early-onset ataxia with dementia,Category,Group of disorders,,,,,C5681725,,,,,,
572013,Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome,Malformation syndrome,Disorder,,0032677,Q04.8,618325,C5780029,,,,Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome,Infancy,Autosomal dominant
98542,Infectious disease with dementia,Category,Group of disorders,,,,,C5681726,,,,,,
98535,Frontotemporal degeneration with dementia,Clinical group,Group of disorders,,,,,C5681727,,,,,,
98538,Ataxia with dementia,Category,Group of disorders,,,,,C5681728,,,,,,
572333,Blepharophimosis-ptosis-epicanthus inversus syndrome plus,Malformation syndrome,Disorder,LD44.30,0035521,Q10.3,,C5437588,,,,Blepharophimosis-ptosis-epicanthus inversus syndrome plus,Antenatal,
572354,Blepharophimosis-ptosis-epicanthus inversus syndrome type 1,Clinical subtype,Subtype of disorder,LD21.Y,0035524,Q10.3,110100,C5680365,,,,Blepharophimosis-ptosis-epicanthus inversus syndrome type 1,Antenatal,Autosomal recessive
98549,Rare cerebrovascular dementia,Category,Group of disorders,,,,,C5681729,,,,,,
98544,Cerebral lipidosis with dementia,Category,Group of disorders,,0020143,,,C5681730,,,,,,
98543,Metabolic disease with dementia,Category,Group of disorders,,,,,C5681731,,,,,,
570762,Infective endocarditis,Disease,Disorder,BB40,0000565,I33.0,,C1541923,,10014678,6337,Infective endocarditis,All ages,
98494,Acquired neuromuscular junction disease,Category,Group of disorders,,,,,C5681732,,,,,,
570491,QRSL1-related combined oxidative phosphorylation defect,Disease,Disorder,5C53.23,0030006,E88.8,618835,C5394232,,,,QRSL1-related combined oxidative phosphorylation defect,"Antenatal, Infancy, Neonatal",Autosomal recessive
98491,Neuromuscular junction disease,Category,Group of disorders,,0020124,,,C0751950,D020511,,,,,
570470,Ricin poisoning,Disease,Disorder,NE61,0035511,T62.2,,C1443942,,,,Ricin poisoning,All ages,Not applicable
570438,HHV-8-associated multicentric Castleman disease,Clinical subtype,Subtype of disorder,2A81.Y,0019754,D47.7,,C5197664,,,22310,HHV-8-associated multicentric Castleman disease,All ages,
570431,Idiopathic multicentric Castleman disease,Clinical subtype,Subtype of disorder,4B2Y,0035838,D47.7,,C5197665,,,,Idiopathic multicentric Castleman disease,All ages,
570422,Galactose mutarotase deficiency,Disease,Disorder,5C51.4Y,30105,E88.8,618881,C5394377,,,,Galactose mutarotase deficiency,"Infancy, Neonatal",Autosomal recessive
570371,Bartter syndrome type 5,Clinical subtype,Subtype of disorder,GB90.43,0010503,E26.8,300971,C5680366,,,,Bartter syndrome type 5,Antenatal,X-linked recessive
98497,Genetic peripheral neuropathy,Category,Group of disorders,,,,,C5681733,,,,,,
98495,Genetic neuromuscular junction disease,Category,Group of disorders,,,,,C5681843,,,,,,
98496,Rare peripheral neuropathy,Category,Group of disorders,,,,,C5681734,,,,,,
98506,Acquired motor neuron disease,Category,Group of disorders,,0020129,,,C5680367,,,,,,
98505,Genetic motor neuron disease,Category,Group of disorders,,,,,C5680368,,,,,,
98503,Motor neuron disease,Category,Group of disorders,8B60,0020128,G12.2,,C0085084,D016472,10028003,,,,
98518,Cranial nerve and nuclear aplasia,Category,Group of disorders,,,,,C5681735,,,,,,
98516,Malformation of the cerebellar hemispheres,Category,Group of disorders,,,,,C5681736,,,,,,
98514,Malformation of the cerebellar vermis,Category,Group of disorders,,,,,C5681737,,,,,,
708684,Eosinophilic cystitis,Disease,Disorder,,,,,,,,,Eosinophilic cystitis,All ages,
708881,Phenylalanine hydroxylase deficiency,Clinical group,Group of disorders,,,,261600,,,,,,,
708895,Tetrahydrobiopterin-unresponsive phenylketonuria,Clinical subtype,Subtype of disorder,,,,261600,,,,,Tetrahydrobiopterin-unresponsive phenylketonuria,,Autosomal recessive
708203,Intellectual disability-small hands and feet-drug-resistant epilepsy syndrome,Malformation syndrome,Disorder,,,,301044,,,,,Intellectual disability-small hands and feet-drug-resistant epilepsy syndrome,,X-linked dominant
708651,Phosphoribosylformylglycinamidine synthase deficiency,Disease,Disorder,,,,,,,,,,,
708208,Developmental delay-white matter abnormalities-strabismus-recurrent respiratory tract infections syndrome,Malformation syndrome,Disorder,,,,618603,,,,,Developmental delay-white matter abnormalities-strabismus-recurrent respiratory tract infections syndrome,,Autosomal dominant
714154,Idiopathic multifocal choroiditis,Disease,Disorder,,,,,,,,,,,
714150,Stellate non-hereditary idiopathic foveomacular retinoschisis,Disease,Disorder,,,,,,,,,,,
714138,Circumscribed choroidal hemangioma,Disease,Disorder,,,,,,,,,,,
714385,Global developmental delay-high pain tolerance-intellectual disability syndrome,Disease,Disorder,,,,615828,,,,,Global developmental delay-high pain tolerance-intellectual disability syndrome,,Autosomal dominant
714164,Acute posterior multifocal placoid pigment epitheliopathy,Disease,Disorder,,,,,,,,,,,
714160,Presumed ocular histoplasmosis syndrome,Disease,Disorder,,,,,,,,,Presumed ocular histoplasmosis syndrome,,Not applicable
714079,"Complete congenital stationary night blindness, Schubert-Bornschein type",Clinical subtype,Subtype of disorder,,,,257270,,,,,,,
714070,"Incomplete congenital stationary night blindness, Schubert-Bornschein type",Clinical subtype,Subtype of disorder,,,,300071,,,,,"Incomplete congenital stationary night blindness, Schubert-Bornschein type",,"Autosomal recessive, X-linked recessive"
714046,Primary choroidal lymphoma,Disease,Disorder,,,,,,,,,Primary choroidal lymphoma,,Not applicable
714041,Straatsma syndrome,Disease,Disorder,,,,,,,,,,,
714109,Ocular siderosis,Disease,Disorder,,,,,,,,,,,
714101,Acute idiopathic maculopathy,Disease,Disorder,,,,,,,,,Acute idiopathic maculopathy,,Not applicable
714096,"Congenital stationary night blindness, Riggs type",Disease,Disorder,,,,610444,,,,,"Congenital stationary night blindness, Riggs type",,"Autosomal dominant, Autosomal recessive"
714090,"Congenital stationary night blindness, Schubert-Bornschein type",Disease,Disorder,,,,300071,,,,,"Congenital stationary night blindness, Schubert-Bornschein type",,"Autosomal recessive, X-linked recessive"
714484,AGR2-related infantile-onset inflammatory bowel disease,Disease,Disorder,,,,620233,,,,,AGR2-related infantile-onset inflammatory bowel disease,,Autosomal recessive
714487,Congenital diarrhea-chronic gastrointestinal inflammation-ocular dysgenesis syndrome,Disease,Disorder,,,,618168,,,,,Congenital diarrhea-chronic gastrointestinal inflammation-ocular dysgenesis syndrome,,Autosomal recessive
714477,Early-onset inflammatory bowel disease-ulcerative skin lesions-immunodeficiency syndrome,Disease,Disorder,,,,,,,,,Early-onset inflammatory bowel disease-ulcerative skin lesions-immunodeficiency syndrome,,Autosomal recessive
714481,SCGN-related severe early-onset hereditary ulcerative colitis,Disease,Disorder,,,,,,,,,SCGN-related severe early-onset hereditary ulcerative colitis,,Autosomal recessive
714496,Immunodeficiency-congenital thrombocytopenia-hypereosinophilia-colitis-vasculitis syndrome,Disease,Disorder,,,,617718,,,,,Immunodeficiency-congenital thrombocytopenia-hypereosinophilia-colitis-vasculitis syndrome,,Autosomal recessive
714652,PCDH19 clustering epilepsy,Disease,Disorder,,,,300088,,,,,PCDH19 clustering epilepsy,,X-linked dominant
714490,PERCC1-related congenital intractable malabsorptive diarrhea,Disease,Disorder,,,,618662,,,,,PERCC1-related congenital intractable malabsorptive diarrhea,,Autosomal recessive
714493,Congenital thrombocytopenia-recurrent infections syndrome due to WIP deficiency,Disease,Disorder,,,,614493,,,,,Congenital thrombocytopenia-recurrent infections syndrome due to WIP deficiency,,Autosomal recessive
714407,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome due to NFIB mutation,Etiological subtype,Subtype of disorder,,,,618286,,,,,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome due to NFIB mutation,,Autosomal dominant
714410,CARD8-related inflammatory bowel disease,Disease,Disorder,,,,619079,,,,,CARD8-related inflammatory bowel disease,,Autosomal dominant
714399,Global developmental delay-dental enamel defects-ataxia syndrome,Malformation syndrome,Disorder,,,,617915,,,,,Global developmental delay-dental enamel defects-ataxia syndrome,,Autosomal dominant
714404,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome,Malformation syndrome,Disorder,,,,618286,,,,,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome,,Autosomal dominant
714429,Pseudo-TORCH syndrome type 3,Disease,Disorder,,,,,,,,,,,
714472,Inflammatory bowel disease-autoimmunity-sinopulmonary infections-lymphadenopathy syndrome,Disease,Disorder,,,,618394,,,,,Inflammatory bowel disease-autoimmunity-sinopulmonary infections-lymphadenopathy syndrome,,Autosomal dominant
714413,9p23p22.2 microdeletion syndrome,Etiological subtype,Subtype of disorder,,,,,,,,,,,
714423,Infantile-onset inflammatory bowel disease-hearing loss-recurrent infections syndrome,Disease,Disorder,,,,,,,,,Infantile-onset inflammatory bowel disease-hearing loss-recurrent infections syndrome,,Autosomal dominant
715120,Hyperpituitarism,Category,Group of disorders,,,,,,,,,,,
715025,Spinal fast-flow vascular malformation,Clinical group,Group of disorders,,,,,,,,,,,
715128,Hemoglobin E-beta-thalassemia major,Clinical subtype,Subtype of disorder,,,,,,,,,Hemoglobin E-beta-thalassemia major,,Autosomal recessive
715125,Hemoglobin E-beta-thalassemia intermedia,Clinical subtype,Subtype of disorder,,,,,,,,,Hemoglobin E-beta-thalassemia intermedia,,Autosomal recessive
714785,Unifocal sporadic venous malformation,Morphological anomaly,Disorder,,,,,,,,,,,
714829,Immune checkpoint inhibitor-induced myositis,Disease,Disorder,,,,,,,,,,,
714806,Multifocal sporadic venous malformation,Morphological anomaly,Disorder,,,,,,,,,Multifocal sporadic venous malformation,,Not applicable
714726,Retroperitoneal arteriovenous malformation,Morphological anomaly,Disorder,,,,,,,,,Retroperitoneal arteriovenous malformation,,Not applicable
714715,Pelvic arteriovenous malformation,Morphological anomaly,Disorder,,,,,,,,,Pelvic arteriovenous malformation,,Not applicable
714737,Diffuse capillary malformation with overgrowth,Morphological anomaly,Disorder,,,,,,,,,Diffuse capillary malformation with overgrowth,,Not applicable
714734,Sinus pericranii,Morphological anomaly,Disorder,,,,,,,,,,,
714698,Arteriovenous malformation of the thoraco-abdominal-pelvic cavity,Clinical group,Group of disorders,,,,,,,,,,,
714692,Congenital disseminated pyogenic granuloma,Disease,Disorder,,,,,,,,,,,
714709,Mediastinal arteriovenous malformation,Morphological anomaly,Disorder,,,,,,,,,Mediastinal arteriovenous malformation,,Not applicable
714702,Abdominal arteriovenous malformation,Morphological anomaly,Disorder,,,,,,,,,,,
715326,Spinal epidural arteriovenous malformation,Morphological anomaly,Disorder,,,,,,,,,Spinal epidural arteriovenous malformation,,Unknown
715331,Paraspinal arteriovenous malformation,Morphological anomaly,Disorder,,,,,,,,,Paraspinal arteriovenous malformation,,Not applicable
715334,Unifocal peripheral venous malformation,Clinical group,Group of disorders,,,,,,,,,,,
715339,Multifocal peripheral venous malformation,Clinical group,Group of disorders,,,,,,,,,,,
715292,Brain pial arteriovenous fistula,Disease,Disorder,,,,,,,,,,,
715302,Spinal pial arteriovenous fistula,Disease,Disorder,,,,,,,,,Spinal pial arteriovenous fistula,,Not applicable
715307,Acquired spinal dural arteriovenous fistula,Morphological anomaly,Disorder,,,,,,,,,,,
715318,Acquired intracranial dural arteriovenous fistula,Disease,Disorder,,,,,,,,,Acquired intracranial dural arteriovenous fistula,,Not applicable
715154,Low oxygen affinity alpha chain hemoglobin disease,Etiological subtype,Subtype of disorder,,,,,,,,,Low oxygen affinity alpha chain hemoglobin disease,,Autosomal dominant
715157,Low oxygen affinity beta chain hemoglobin disease,Etiological subtype,Subtype of disorder,,,,,,,,,Low oxygen affinity beta chain hemoglobin disease,,Autosomal dominant
715284,Spinal cord arteriovenous malformation,Morphological anomaly,Disorder,,,,,,,,,Spinal cord arteriovenous malformation,,Not applicable
715135,Hemoglobin Lepore-beta-thalassemia intermedia,Clinical subtype,Subtype of disorder,,,,,,,,,Hemoglobin Lepore-beta-thalassemia intermedia,,Autosomal recessive
715140,Hemoglobin Lepore-beta-thalassemia major,Clinical subtype,Subtype of disorder,,,,,,,,,Hemoglobin Lepore-beta-thalassemia major,,Autosomal recessive
715143,Heterozygous beta-thalassemia intermedia with supernumerary alpha-globin gene,Disease,Disorder,,,,,,,,,Heterozygous beta-thalassemia intermedia with supernumerary alpha-globin gene,,Autosomal recessive
715147,Low oxygen affinity hemoglobin disease,Disease,Disorder,,,,,,,,,Low oxygen affinity hemoglobin disease,,Autosomal dominant
715701,Infant-type hemispheric glioma ROS1-altered,Etiological subtype,Subtype of disorder,,,,,,,,,,,
715697,Infant-type hemispheric glioma ALK-altered,Etiological subtype,Subtype of disorder,,,,,,,,,,,
715694,Infant-type hemispheric glioma NTRK-altered,Etiological subtype,Subtype of disorder,,,,,,,,,,,
715640,Rothmund-Thomson syndrome type 3,Clinical subtype,Subtype of disorder,,,,615789,,,,,Rothmund-Thomson syndrome type 3,,Autosomal recessive
715635,Rothmund-Thomson syndrome type 4,Clinical subtype,Subtype of disorder,,,,620819,,,,,Rothmund-Thomson syndrome type 4,,Autosomal recessive
715623,Motor incoordination-myopathy-respiratory insufficiency-progressive cerebellar atrophy syndrome,Disease,Disorder,,,,621010,,,,,Motor incoordination-myopathy-respiratory insufficiency-progressive cerebellar atrophy syndrome,,Autosomal recessive
715466,Syndromic low resistance capillary malformation,Clinical group,Group of disorders,,,,,,,,,,,
715463,Low resistance capillary malformation,Clinical group,Group of disorders,,,,,,,,,,,
715460,Syndromic geographic pattern capillary malformation,Clinical group,Group of disorders,,,,,,,,,,,
715453,Reticulated capillary malformation,Clinical group,Group of disorders,,,,,,,,,,,
715446,Geographic pattern capillary malformation,Clinical group,Group of disorders,,,,,,,,,,,
715359,Isolated low resistance capillary malformation,Morphological anomaly,Disorder,,,,,,,,,,,
715353,Isolated reticulated capillary malformation,Morphological anomaly,Disorder,,,,,,,,,,,
715345,Isolated geographic pattern capillary malformation,Morphological anomaly,Disorder,,,,,,,,,Isolated geographic pattern capillary malformation,,Not applicable
715923,Intraosseous venous malformation,Morphological anomaly,Disorder,,,,,,,,,,,
715950,Diffuse hemispheric glioma-H3 G34-mutant,Disease,Disorder,,,,,,,,,,,
715855,Acute exudative polymorphous vitelliform maculopathy,Disease,Disorder,,,,,,,,,,,
715862,Melanocytoma of the optic disc and optic nerve,Disease,Disorder,,,,,,,,,,,
